"child_id","timepoint","time_months","age_baseline","age_at_visit","iq","ses","intervention","post_intervention","working_memory_score","time_centered","time_scaled"
"12","4",9,11.7001835638657,12.4501835638657,118.141640776795,0.790388149166713,"0",0,94.6141675712931,0,3
"13","1",0,11.4689146522433,11.4689146522433,109.269784595638,-0.288573179974685,"0",0,104.363680986471,-9,0
"14","1",0,9.31002408824861,9.31002408824861,117.507543238535,-0.273645701374081,"0",0,85.4836254999599,-9,0
"14","2",3,9.31002408824861,9.56002408824861,117.507543238535,-0.273645701374081,"0",0,92.0335674359248,-6,1
"14","3",6,9.31002408824861,9.81002408824861,117.507543238535,-0.273645701374081,"0",0,118.732666804544,-3,2
"14","4",9,9.31002408824861,10.0600240882486,117.507543238535,-0.273645701374081,"0",0,101.165364021486,0,3
"14","5",12,9.31002408824861,10.3100240882486,117.507543238535,-0.273645701374081,"0",0,119.512571863536,3,4
"14","6",18,9.31002408824861,10.8100240882486,117.507543238535,-0.273645701374081,"0",0,121.556339237577,9,6
"15","1",0,11.6959538087249,11.6959538087249,57.6535416719207,-0.255229423103625,"0",0,91.0763495658,-9,0
"15","2",3,11.6959538087249,11.9459538087249,57.6535416719207,-0.255229423103625,"0",0,91.9689692561514,-6,1
"16","1",0,11.8177369534969,11.8177369534969,95.1547474660956,1.34111849482014,"1",0,94.9686297730399,-9,0
"16","2",3,11.8177369534969,12.0677369534969,95.1547474660956,1.34111849482014,"1",1,102.112526440429,-6,1
"16","3",6,11.8177369534969,12.3177369534969,95.1547474660956,1.34111849482014,"1",1,98.6762513983161,-3,2
"16","4",9,11.8177369534969,12.5677369534969,95.1547474660956,1.34111849482014,"1",1,106.35707187825,0,3
"16","5",12,11.8177369534969,12.8177369534969,95.1547474660956,1.34111849482014,"1",1,105.323744520298,3,4
"16","6",18,11.8177369534969,13.3177369534969,95.1547474660956,1.34111849482014,"1",1,105.804497567989,9,6
"17","1",0,8.41765171848238,8.41765171848238,108.31294933411,-0.836306592801415,"0",0,99.8837540374863,-9,0
"17","2",3,8.41765171848238,8.66765171848238,108.31294933411,-0.836306592801415,"0",0,95.3579464147645,-6,1
"17","3",6,8.41765171848238,8.91765171848238,108.31294933411,-0.836306592801415,"0",0,93.8774701445173,-3,2
"17","4",9,8.41765171848238,9.16765171848238,108.31294933411,-0.836306592801415,"0",0,107.558335648029,0,3
"17","5",12,8.41765171848238,9.41765171848238,108.31294933411,-0.836306592801415,"0",0,108.987903765715,3,4
"17","6",18,8.41765171848238,9.91765171848238,108.31294933411,-0.836306592801415,"0",0,111.931008495532,9,6
"18","1",0,8.09080004505813,8.09080004505813,100.497890112291,-0.20503696151005,"0",0,105.579923921024,-9,0
"18","2",3,8.09080004505813,8.34080004505813,100.497890112291,-0.20503696151005,"0",0,116.18632644911,-6,1
"18","3",6,8.09080004505813,8.59080004505813,100.497890112291,-0.20503696151005,"0",0,110.574213237346,-3,2
"18","4",9,8.09080004505813,8.84080004505813,100.497890112291,-0.20503696151005,"0",0,101.747040071148,0,3
"18","5",12,8.09080004505813,9.09080004505813,100.497890112291,-0.20503696151005,"0",0,127.144376932018,3,4
"18","6",18,8.09080004505813,9.59080004505813,100.497890112291,-0.20503696151005,"0",0,105.462765377889,9,6
"19","1",0,9.35962258372456,9.35962258372456,107.434294624069,0.0374151861179653,"0",0,82.458490285394,-9,0
"19","2",3,9.35962258372456,9.60962258372456,107.434294624069,0.0374151861179653,"0",0,89.6172123335784,-6,1
"19","3",6,9.35962258372456,9.85962258372456,107.434294624069,0.0374151861179653,"0",0,96.892620215225,-3,2
"19","4",9,9.35962258372456,10.1096225837246,107.434294624069,0.0374151861179653,"0",0,81.4287833709898,0,3
"19","5",12,9.35962258372456,10.3596225837246,107.434294624069,0.0374151861179653,"0",0,71.9407349955312,3,4
"19","6",18,9.35962258372456,10.8596225837246,107.434294624069,0.0374151861179653,"0",0,85.4132412572532,9,6
"20","1",0,9.62940283864737,9.62940283864737,92.4310133436002,0.447015751524941,"1",0,86.9898855757511,-9,0
"20","2",3,9.62940283864737,9.87940283864737,92.4310133436002,0.447015751524941,"1",1,97.7634481672014,-6,1
"20","3",6,9.62940283864737,10.1294028386474,92.4310133436002,0.447015751524941,"1",1,103.956705227257,-3,2
"20","4",9,9.62940283864737,10.3794028386474,92.4310133436002,0.447015751524941,"1",1,124.49599033711,0,3
"20","5",12,9.62940283864737,10.6294028386474,92.4310133436002,0.447015751524941,"1",1,120.365980174007,3,4
"20","6",18,9.62940283864737,11.1294028386474,92.4310133436002,0.447015751524941,"1",1,127.654635350238,9,6
"21","1",0,10.3081928361207,10.3081928361207,114.971033628323,1.25848166459556,"1",0,98.4410891729748,-9,0
"21","2",3,10.3081928361207,10.5581928361207,114.971033628323,1.25848166459556,"1",1,107.419744125476,-6,1
"21","3",6,10.3081928361207,10.8081928361207,114.971033628323,1.25848166459556,"1",1,103.855195862088,-3,2
"22","1",0,8.54602083284408,8.54602083284408,86.1050012191811,0.882033962245573,"1",0,92.6913525979044,-9,0
"22","2",3,8.54602083284408,8.79602083284408,86.1050012191811,0.882033962245573,"1",1,105.599027837324,-6,1
"22","3",6,8.54602083284408,9.04602083284408,86.1050012191811,0.882033962245573,"1",1,104.930536505543,-3,2
"22","4",9,8.54602083284408,9.29602083284408,86.1050012191811,0.882033962245573,"1",1,115.764831182773,0,3
"22","5",12,8.54602083284408,9.54602083284408,86.1050012191811,0.882033962245573,"1",1,127.101159113849,3,4
"22","6",18,8.54602083284408,10.0460208328441,86.1050012191811,0.882033962245573,"1",1,130.691797595594,9,6
"23","1",0,11.6819565994665,11.6819565994665,99.1900489476075,1.06477321433828,"1",0,105.627924871341,-9,0
"23","2",3,11.6819565994665,11.9319565994665,99.1900489476075,1.06477321433828,"1",1,119.407807847768,-6,1
"23","3",6,11.6819565994665,12.1819565994665,99.1900489476075,1.06477321433828,"1",1,108.047902730759,-3,2
"23","4",9,11.6819565994665,12.4319565994665,99.1900489476075,1.06477321433828,"1",1,117.48509988811,0,3
"23","5",12,11.6819565994665,12.6819565994665,99.1900489476075,1.06477321433828,"1",1,112.000195311757,3,4
"23","6",18,11.6819565994665,13.1819565994665,99.1900489476075,1.06477321433828,"1",1,119.92666534029,9,6
"24","1",0,8.42797874752432,8.42797874752432,80.1497406202924,-0.591596405204697,"1",0,95.9258582876186,-9,0
"24","2",3,8.42797874752432,8.67797874752432,80.1497406202924,-0.591596405204697,"1",1,102.952184391079,-6,1
"24","3",6,8.42797874752432,8.92797874752432,80.1497406202924,-0.591596405204697,"1",1,110.287668746493,-3,2
"24","4",9,8.42797874752432,9.17797874752432,80.1497406202924,-0.591596405204697,"1",1,83.841854820816,0,3
"24","5",12,8.42797874752432,9.42797874752432,80.1497406202924,-0.591596405204697,"1",1,84.9659913389759,3,4
"24","6",18,8.42797874752432,9.92797874752432,80.1497406202924,-0.591596405204697,"1",1,103.741565625531,9,6
"25","1",0,11.6781003456563,11.6781003456563,106.690615794428,-0.812384723790597,"1",0,125.563003176314,-9,0
"25","2",3,11.6781003456563,11.9281003456563,106.690615794428,-0.812384723790597,"1",1,137.857752374069,-6,1
"25","3",6,11.6781003456563,12.1781003456563,106.690615794428,-0.812384723790597,"1",1,129.350403430679,-3,2
"25","4",9,11.6781003456563,12.4281003456563,106.690615794428,-0.812384723790597,"1",1,131.840293778421,0,3
"25","5",12,11.6781003456563,12.6781003456563,106.690615794428,-0.812384723790597,"1",1,128.970984300854,3,4
"25","6",18,11.6781003456563,13.1781003456563,106.690615794428,-0.812384723790597,"1",1,143.395292070808,9,6
"26","1",0,9.76709659956396,9.76709659956396,100.880620567027,0.0618109093908222,"0",0,106.245859691624,-9,0
"26","2",3,9.76709659956396,10.017096599564,100.880620567027,0.0618109093908222,"0",0,109.031345521825,-6,1
"26","3",6,9.76709659956396,10.267096599564,100.880620567027,0.0618109093908222,"0",0,99.9005219731603,-3,2
"26","4",9,9.76709659956396,10.517096599564,100.880620567027,0.0618109093908222,"0",0,104.096476225822,0,3
"26","5",12,9.76709659956396,10.767096599564,100.880620567027,0.0618109093908222,"0",0,103.284394501821,3,4
"26","6",18,9.76709659956396,11.267096599564,100.880620567027,0.0618109093908222,"0",0,99.7318664659244,9,6
"27","1",0,10.8502723556012,10.8502723556012,81.4492864733598,1.04587377623667,"0",0,93.9569991188975,-9,0
"27","2",3,10.8502723556012,11.1002723556012,81.4492864733598,1.04587377623667,"0",0,108.730922005666,-6,1
"27","3",6,10.8502723556012,11.3502723556012,81.4492864733598,1.04587377623667,"0",0,114.120585747146,-3,2
"27","4",9,10.8502723556012,11.6002723556012,81.4492864733598,1.04587377623667,"0",0,102.66912884988,0,3
"27","5",12,10.8502723556012,11.8502723556012,81.4492864733598,1.04587377623667,"0",0,88.3186233221212,3,4
"27","6",18,10.8502723556012,12.3502723556012,81.4492864733598,1.04587377623667,"0",0,105.88916347874,9,6
"28","1",0,9.34091713652015,9.34091713652015,113.957521710196,0.72614069638199,"0",0,99.444678507402,-9,0
"28","2",3,9.34091713652015,9.59091713652015,113.957521710196,0.72614069638199,"0",0,100.255963446736,-6,1
"28","3",6,9.34091713652015,9.84091713652015,113.957521710196,0.72614069638199,"0",0,105.601284926062,-3,2
"28","4",9,9.34091713652015,10.0909171365201,113.957521710196,0.72614069638199,"0",0,121.760101252282,0,3
"28","5",12,9.34091713652015,10.3409171365201,113.957521710196,0.72614069638199,"0",0,113.922207614586,3,4
"28","6",18,9.34091713652015,10.8409171365201,113.957521710196,0.72614069638199,"0",0,105.921975169481,9,6
"29","1",0,10.1936833141372,10.1936833141372,104.131854531094,1.15734706941474,"0",0,105.87668213602,-9,0
"29","2",3,10.1936833141372,10.4436833141372,104.131854531094,1.15734706941474,"0",0,102.991279214262,-6,1
"29","3",6,10.1936833141372,10.6936833141372,104.131854531094,1.15734706941474,"0",0,115.09576481112,-3,2
"29","4",9,10.1936833141372,10.9436833141372,104.131854531094,1.15734706941474,"0",0,111.950915727608,0,3
"29","5",12,10.1936833141372,11.1936833141372,104.131854531094,1.15734706941474,"0",0,126.940099127228,3,4
"29","6",18,10.1936833141372,11.6936833141372,104.131854531094,1.15734706941474,"0",0,132.455535515064,9,6
"30","1",0,9.54175435565412,9.54175435565412,92.0541669582541,0.450133657769688,"1",0,87.165224213375,-9,0
"30","2",3,9.54175435565412,9.79175435565412,92.0541669582541,0.450133657769688,"1",1,100.895078412992,-6,1
"30","3",6,9.54175435565412,10.0417543556541,92.0541669582541,0.450133657769688,"1",1,116.684518845229,-3,2
"30","4",9,9.54175435565412,10.2917543556541,92.0541669582541,0.450133657769688,"1",1,106.525439811352,0,3
"30","5",12,9.54175435565412,10.5417543556541,92.0541669582541,0.450133657769688,"1",1,107.699101120275,3,4
"30","6",18,9.54175435565412,11.0417543556541,92.0541669582541,0.450133657769688,"1",1,108.083788791947,9,6
"31","1",0,11.7667777715251,11.7667777715251,118.587260626008,-1.64455553575371,"1",0,85.8658825351443,-9,0
"31","2",3,11.7667777715251,12.0167777715251,118.587260626008,-1.64455553575371,"1",1,101.883826622201,-6,1
"31","3",6,11.7667777715251,12.2667777715251,118.587260626008,-1.64455553575371,"1",1,117.984527032314,-3,2
"31","4",9,11.7667777715251,12.5167777715251,118.587260626008,-1.64455553575371,"1",1,98.492886154465,0,3
"31","5",12,11.7667777715251,12.7667777715251,118.587260626008,-1.64455553575371,"1",1,107.57742231561,3,4
"31","6",18,11.7667777715251,13.2667777715251,118.587260626008,-1.64455553575371,"1",1,103.843433554389,9,6
"32","1",0,9.65458585228771,9.65458585228771,80.5736558829961,-0.848784608724723,"0",0,106.778816713114,-9,0
"32","2",3,9.65458585228771,9.90458585228771,80.5736558829961,-0.848784608724723,"0",0,95.7314470579647,-6,1
"32","3",6,9.65458585228771,10.1545858522877,80.5736558829961,-0.848784608724723,"0",0,100.950919866186,-3,2
"32","4",9,9.65458585228771,10.4045858522877,80.5736558829961,-0.848784608724723,"0",0,95.7599588527243,0,3
"32","5",12,9.65458585228771,10.6545858522877,80.5736558829961,-0.848784608724723,"0",0,111.509493036793,3,4
"32","6",18,9.65458585228771,11.1545858522877,80.5736558829961,-0.848784608724723,"0",0,109.082908367673,9,6
"33","1",0,8.58326171804219,8.58326171804219,113.965493522273,1.33491258537547,"0",0,98.9030553568215,-9,0
"33","2",3,8.58326171804219,8.83326171804219,113.965493522273,1.33491258537547,"0",0,96.610875151718,-6,1
"33","3",6,8.58326171804219,9.08326171804219,113.965493522273,1.33491258537547,"0",0,105.700319901461,-3,2
"33","4",9,8.58326171804219,9.33326171804219,113.965493522273,1.33491258537547,"0",0,118.074965608676,0,3
"34","1",0,10.166113874875,10.166113874875,89.4634079003139,-0.311430218011919,"0",0,97.4707551688686,-9,0
"34","2",3,10.166113874875,10.416113874875,89.4634079003139,-0.311430218011919,"0",0,88.9831682796374,-6,1
"34","3",6,10.166113874875,10.666113874875,89.4634079003139,-0.311430218011919,"0",0,105.80847229159,-3,2
"34","4",9,10.166113874875,10.916113874875,89.4634079003139,-0.311430218011919,"0",0,121.263070380178,0,3
"34","5",12,10.166113874875,11.166113874875,89.4634079003139,-0.311430218011919,"0",0,119.951051780808,3,4
"34","6",18,10.166113874875,11.666113874875,89.4634079003139,-0.311430218011919,"0",0,110.947780709784,9,6
"35","1",0,9.10533059574664,9.10533059574664,94.2947782856102,-0.948091836164654,"1",0,91.1563701121718,-9,0
"35","2",3,9.10533059574664,9.35533059574664,94.2947782856102,-0.948091836164654,"1",1,112.446782184912,-6,1
"35","3",6,9.10533059574664,9.60533059574664,94.2947782856102,-0.948091836164654,"1",1,102.220035096545,-3,2
"35","4",9,9.10533059574664,9.85533059574664,94.2947782856102,-0.948091836164654,"1",1,113.184849375106,0,3
"35","5",12,9.10533059574664,10.1053305957466,94.2947782856102,-0.948091836164654,"1",1,108.779899799648,3,4
"35","6",18,9.10533059574664,10.6053305957466,94.2947782856102,-0.948091836164654,"1",1,120.608696453026,9,6
"36","1",0,11.2989927288145,11.2989927288145,96.2490231989047,-1.18165042665332,"1",0,103.296260353841,-9,0
"36","2",3,11.2989927288145,11.5489927288145,96.2490231989047,-1.18165042665332,"1",1,101.742731163178,-6,1
"36","3",6,11.2989927288145,11.7989927288145,96.2490231989047,-1.18165042665332,"1",1,115.477414545068,-3,2
"36","4",9,11.2989927288145,12.0489927288145,96.2490231989047,-1.18165042665332,"1",1,116.337630358852,0,3
"36","5",12,11.2989927288145,12.2989927288145,96.2490231989047,-1.18165042665332,"1",1,128.016083786279,3,4
"36","6",18,11.2989927288145,12.7989927288145,96.2490231989047,-1.18165042665332,"1",1,126.971945263966,9,6
"37","1",0,8.38458916079253,8.38458916079253,73.1828303692842,-2.27219961424726,"1",0,81.935264237201,-9,0
"37","2",3,8.38458916079253,8.63458916079253,73.1828303692842,-2.27219961424726,"1",1,103.55921051759,-6,1
"37","3",6,8.38458916079253,8.88458916079253,73.1828303692842,-2.27219961424726,"1",1,121.387579404659,-3,2
"37","4",9,8.38458916079253,9.13458916079253,73.1828303692842,-2.27219961424726,"1",1,97.0201805096275,0,3
"37","5",12,8.38458916079253,9.38458916079253,73.1828303692842,-2.27219961424726,"1",1,116.3989841493,3,4
"37","6",18,8.38458916079253,9.88458916079253,73.1828303692842,-2.27219961424726,"1",1,116.692041323124,9,6
"38","1",0,9.46632208582014,9.46632208582014,84.9051624729507,-0.035414564917612,"1",0,105.176467856508,-9,0
"38","2",3,9.46632208582014,9.71632208582014,84.9051624729507,-0.035414564917612,"1",1,116.668756516251,-6,1
"38","3",6,9.46632208582014,9.96632208582014,84.9051624729507,-0.035414564917612,"1",1,114.990939452391,-3,2
"38","4",9,9.46632208582014,10.2163220858201,84.9051624729507,-0.035414564917612,"1",1,97.5440745897439,0,3
"38","5",12,9.46632208582014,10.4663220858201,84.9051624729507,-0.035414564917612,"1",1,100.289240118124,3,4
"38","6",18,9.46632208582014,10.9663220858201,84.9051624729507,-0.035414564917612,"1",1,109.465044826403,9,6
"39","1",0,9.55336113553494,9.55336113553494,104.559536381447,0.850269394770155,"1",0,88.3608318373874,-9,0
"39","2",3,9.55336113553494,9.80336113553494,104.559536381447,0.850269394770155,"1",1,98.1973961947706,-6,1
"39","3",6,9.55336113553494,10.0533611355349,104.559536381447,0.850269394770155,"1",1,103.599760319587,-3,2
"39","4",9,9.55336113553494,10.3033611355349,104.559536381447,0.850269394770155,"1",1,108.770050082998,0,3
"39","5",12,9.55336113553494,10.5533611355349,104.559536381447,0.850269394770155,"1",1,103.983800140539,3,4
"39","6",18,9.55336113553494,11.0533611355349,104.559536381447,0.850269394770155,"1",1,95.8829948728556,9,6
"40","1",0,8.12150815408677,8.12150815408677,98.2729602069602,-0.0720614721063666,"1",0,79.0151309756383,-9,0
"40","2",3,8.12150815408677,8.37150815408677,98.2729602069602,-0.0720614721063666,"1",1,88.279965639126,-6,1
"40","3",6,8.12150815408677,8.62150815408677,98.2729602069602,-0.0720614721063666,"1",1,87.3419544854715,-3,2
"41","1",0,11.3931728899479,11.3931728899479,77.0181908311386,0.0988222424009056,"0",0,95.3485817611724,-9,0
"41","2",3,11.3931728899479,11.6431728899479,77.0181908311386,0.0988222424009056,"0",0,90.4688967013971,-6,1
"41","3",6,11.3931728899479,11.8931728899479,77.0181908311386,0.0988222424009056,"0",0,85.9760120607756,-3,2
"41","4",9,11.3931728899479,12.1431728899479,77.0181908311386,0.0988222424009056,"0",0,91.0226801432558,0,3
"42","1",0,9.35929404012859,9.35929404012859,92.5450666552497,-0.321714524290424,"0",0,100.90975687536,-9,0
"42","2",3,9.35929404012859,9.60929404012859,92.5450666552497,-0.321714524290424,"0",0,114.534745086723,-6,1
"42","3",6,9.35929404012859,9.85929404012859,92.5450666552497,-0.321714524290424,"0",0,119.464276419034,-3,2
"42","4",9,9.35929404012859,10.1092940401286,92.5450666552497,-0.321714524290424,"0",0,119.915138331581,0,3
"42","5",12,9.35929404012859,10.3592940401286,92.5450666552497,-0.321714524290424,"0",0,130.338206048207,3,4
"42","6",18,9.35929404012859,10.8592940401286,92.5450666552497,-0.321714524290424,"0",0,141.606771775345,9,6
"43","1",0,8.04575299751014,8.04575299751014,113.806788501588,-1.20653906921592,"0",0,99.4439038383079,-9,0
"43","2",3,8.04575299751014,8.29575299751014,113.806788501588,-1.20653906921592,"0",0,96.2924717673215,-6,1
"43","3",6,8.04575299751014,8.54575299751014,113.806788501588,-1.20653906921592,"0",0,107.847867618676,-3,2
"43","4",9,8.04575299751014,8.79575299751014,113.806788501588,-1.20653906921592,"0",0,106.297750774814,0,3
"43","5",12,8.04575299751014,9.04575299751014,113.806788501588,-1.20653906921592,"0",0,94.8993890099501,3,4
"43","6",18,8.04575299751014,9.54575299751014,113.806788501588,-1.20653906921592,"0",0,100.613383623248,9,6
"44","1",0,11.6537287365645,11.6537287365645,74.6605851918965,-1.27953571837593,"1",0,103.016473002307,-9,0
"44","2",3,11.6537287365645,11.9037287365645,74.6605851918965,-1.27953571837593,"1",1,89.0284027016571,-6,1
"45","1",0,11.1091889636591,11.1091889636591,100.983620058323,0.0123732350786521,"0",0,112.621273260678,-9,0
"45","2",3,11.1091889636591,11.3591889636591,100.983620058323,0.0123732350786521,"0",0,114.393453918077,-6,1
"45","3",6,11.1091889636591,11.6091889636591,100.983620058323,0.0123732350786521,"0",0,118.421241545756,-3,2
"45","4",9,11.1091889636591,11.8591889636591,100.983620058323,0.0123732350786521,"0",0,109.634160801366,0,3
"45","5",12,11.1091889636591,12.1091889636591,100.983620058323,0.0123732350786521,"0",0,95.8045427241408,3,4
"45","6",18,11.1091889636591,12.6091889636591,100.983620058323,0.0123732350786521,"0",0,113.363980044218,9,6
"46","1",0,11.6304824706167,11.6304824706167,108.815743856779,0.0896422960007244,"1",0,105.800022013043,-9,0
"46","2",3,11.6304824706167,11.8804824706167,108.815743856779,0.0896422960007244,"1",1,122.075042273836,-6,1
"46","3",6,11.6304824706167,12.1304824706167,108.815743856779,0.0896422960007244,"1",1,123.603661228372,-3,2
"47","1",0,9.51149716135114,9.51149716135114,101.137489677897,1.59003458564609,"1",0,93.9549500909405,-9,0
"47","2",3,9.51149716135114,9.76149716135114,101.137489677897,1.59003458564609,"1",1,85.6389622896382,-6,1
"47","3",6,9.51149716135114,10.0114971613511,101.137489677897,1.59003458564609,"1",1,99.0058736420724,-3,2
"47","4",9,9.51149716135114,10.2614971613511,101.137489677897,1.59003458564609,"1",1,103.173315947171,0,3
"47","5",12,9.51149716135114,10.5114971613511,101.137489677897,1.59003458564609,"1",1,104.534413735837,3,4
"47","6",18,9.51149716135114,11.0114971613511,101.137489677897,1.59003458564609,"1",1,102.555934163808,9,6
"48","1",0,8.97345620300621,8.97345620300621,81.0445660032635,0.406308512069273,"0",0,83.960479924706,-9,0
"48","2",3,8.97345620300621,9.22345620300621,81.0445660032635,0.406308512069273,"0",0,98.3894316349829,-6,1
"48","3",6,8.97345620300621,9.47345620300621,81.0445660032635,0.406308512069273,"0",0,95.2103450516731,-3,2
"48","4",9,8.97345620300621,9.72345620300621,81.0445660032635,0.406308512069273,"0",0,109.494244503525,0,3
"48","5",12,8.97345620300621,9.97345620300621,81.0445660032635,0.406308512069273,"0",0,109.629173315459,3,4
